Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.18,Capital Region,2021-06-04T17:50:55.414Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.95.129,Central Denmark,2021-06-04T13:35:08.745Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.16,Capital Region,2021-06-04T10:27:05.642Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.86.137,Capital Region,2021-06-03T22:10:55.671Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,SE,Chrome PC (Cadmium),Chrome PC (Cadmium),195.246.120.75,Västra Götaland,2021-06-03T20:09:16.029Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.83.137,Capital Region,2021-06-02T21:48:29.333Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.137,Capital Region,2021-06-02T21:26:54.724Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.29,Central Denmark,2021-06-02T20:35:52.619Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.85.25,Capital Region,2021-06-01T21:30:01.350Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.80.171,Capital Region,2021-05-31T20:22:48.656Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.20,Capital Region,2021-05-28T21:59:17.667Z
NFAPPL-04-APPLETV6=2-70145801340B6141748AEE9658660D20B210A92524504D38BED55A5C04660B8D,DK,Apple TV 4K,Apple TV 4K,62.135.211.124,Capital Region,2021-05-27T17:54:21.589Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),2001:1c00:e11:f000:1913:db78:965:ccd0,South Holland,2021-05-27T07:06:39.949Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.25,Zealand,2021-05-26T21:37:00.035Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.43,Capital Region,2021-05-26T21:22:27.739Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.43,Capital Region,2021-05-26T16:48:14.908Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.25,Zealand,2021-05-25T21:25:03.449Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.25,Zealand,2021-05-24T22:07:35.399Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.36,Capital Region,2021-05-24T21:50:26.698Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.36,Capital Region,2021-05-24T17:38:57.738Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.145,Southern Denmark,2021-05-23T21:10:29.537Z
NFAPPL-04-APPLETV6=2-70145801340B6141748AEE9658660D20B210A92524504D38BED55A5C04660B8D,DK,Apple TV 4K,Apple TV 4K,87.49.146.118,Capital Region,2021-05-23T20:36:53.567Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.145,Southern Denmark,2021-05-23T10:09:36.566Z
NFAPPL-04-APPLETV6=2-70145801340B6141748AEE9658660D20B210A92524504D38BED55A5C04660B8D,DK,Apple TV 4K,Apple TV 4K,2a02:aa7:4604:60ae:9d40:52e4:837f:4aa4,Capital Region,2021-05-23T08:20:14.798Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.13,Capital Region,2021-05-21T22:19:04.328Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.87.13,Capital Region,2021-05-21T20:19:18.911Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.21,Capital Region,2021-05-20T21:29:26.040Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.88.17,Capital Region,2021-05-19T21:26:47.724Z
NFAPPL-04-APPLETV6=2-70145801340B6141748AEE9658660D20B210A92524504D38BED55A5C04660B8D,DK,Apple TV 4K,Apple TV 4K,176.20.77.135,Capital Region,2021-05-19T15:22:41.976Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.82.9,Zealand,2021-05-18T20:41:33.283Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.88.141,Capital Region,2021-05-17T21:34:38.440Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.82.129,Central Denmark,2021-05-16T20:49:03.060Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.145,Capital Region,2021-05-16T02:12:53.982Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.145,Capital Region,2021-05-15T19:51:40.346Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.95.149,Capital Region,2021-05-14T21:34:25.536Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.5,Capital Region,2021-05-13T20:35:20.100Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.83.5,Capital Region,2021-05-13T10:25:34.727Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.95.149,Capital Region,2021-05-12T22:45:57.208Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.91.133,Capital Region,2021-05-11T21:41:46.518Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.137,Capital Region,2021-05-10T16:18:08.766Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.149,Zealand,2021-05-09T21:04:49.518Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.149,Zealand,2021-05-09T00:31:45.418Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.82.141,Capital Region,2021-05-08T23:56:42.024Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.243.36,Capital Region,2021-05-08T11:50:45.752Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.85.137,Capital Region,2021-05-07T21:06:32.274Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.135.66,Capital Region,2021-05-06T20:11:34.818Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.29,Central Denmark,2021-05-06T16:53:02.564Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.129,Capital Region,2021-05-05T21:50:02.064Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.86.145,Capital Region,2021-05-04T20:46:38.676Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.90.145,Capital Region,2021-05-03T16:51:01.418Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.91.133,Capital Region,2021-05-02T20:42:55.763Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.91.133,Capital Region,2021-05-02T15:46:22.947Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,DK,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,192.38.149.3,Northern Denmark,2021-05-02T10:39:33.883Z
SSTV-JZL1-0000000000000006845678,SE,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,80.216.73.179,Stockholm,2021-04-30T08:26:19.073Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,SE,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,31.211.228.138,Skåne,2021-04-29T11:21:46.580Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,SE,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,80.216.73.179,Stockholm,2021-04-25T17:59:31.962Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.36,Capital Region,2021-04-25T12:13:54.845Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.149,Capital Region,2021-04-24T21:14:53.018Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.19,Capital Region,2021-04-24T11:30:49.631Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.149,Capital Region,2021-04-24T00:24:52.812Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.9,Capital Region,2021-04-23T23:52:39.951Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,176.20.77.135,Capital Region,2021-04-23T17:18:43.139Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.9,Capital Region,2021-04-22T22:01:04.542Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.85.137,Capital Region,2021-04-22T21:10:58.796Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.85.137,Capital Region,2021-04-21T22:06:04.813Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.19,Capital Region,2021-04-21T21:33:14.286Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.95.17,Capital Region,2021-04-21T20:04:10.832Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.19,Capital Region,2021-04-21T18:48:40.628Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.85.157,Zealand,2021-04-20T19:49:46.117Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.17,Capital Region,2021-04-19T20:52:19.522Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.86.5,Capital Region,2021-04-18T21:34:53.454Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.243.4,Capital Region,2021-04-18T20:43:02.926Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.86.5,Capital Region,2021-04-18T16:38:29.869Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.86.5,Capital Region,2021-04-18T08:00:53.878Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.21,Capital Region,2021-04-17T16:45:42.104Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.21,Capital Region,2021-04-17T09:09:32.314Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.93.153,Capital Region,2021-04-15T21:46:20.651Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.94.1,Capital Region,2021-04-14T21:11:06.353Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.94.1,Capital Region,2021-04-13T22:10:31.150Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.89.5,Capital Region,2021-04-13T21:35:44.819Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.73.179,Stockholm,2021-04-13T20:50:34.376Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.73.179,Stockholm,2021-04-13T20:50:01.798Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.133,Capital Region,2021-04-12T21:29:07.340Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.84.9,Capital Region,2021-04-11T21:40:53.436Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.4,Capital Region,2021-04-11T21:07:55.743Z
NFANDROID2-PRV-UZX8020CHM1-TECHNTV=HUB-7569-4797F3D821908AEE26AC86F83E2928388EED3098A4794347E13865DDBD75BDE2,SE,Com Hem UZX8020CHM1 MVPD STB,Com Hem UZX8020CHM1 MVPD STB,80.216.73.179,Stockholm,2021-04-11T17:15:37.334Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,77.241.232.10,North Holland,2021-04-11T11:49:42.663Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.84.9,Capital Region,2021-04-11T10:26:41.399Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.86.85.88,South Holland,2021-04-11T07:05:03.230Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.89.145,Zealand,2021-04-10T22:15:47.680Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.89.145,Zealand,2021-04-10T09:52:54.249Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.157,Capital Region,2021-04-09T22:29:47.706Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.91.13,Capital Region,2021-04-08T18:55:04.515Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.5,Capital Region,2021-04-07T21:57:13.437Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.25,Capital Region,2021-04-06T21:03:08.042Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.157,Capital Region,2021-04-05T21:06:24.864Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:58d8:c7db:d434:b407,South Holland,2021-04-05T14:59:42.450Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.157,Capital Region,2021-04-05T09:48:07.470Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.94.21,Zealand,2021-04-04T21:30:13.408Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),83.86.85.88,South Holland,2021-04-04T16:49:06.966Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.86.85.88,South Holland,2021-04-04T06:54:56.059Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.83.145,Southern Denmark,2021-04-03T19:42:55.372Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.83.145,Southern Denmark,2021-04-03T18:52:24.256Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.17,Capital Region,2021-04-02T23:45:45.954Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.4,Capital Region,2021-04-02T10:58:09.308Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.216.95.144,Stockholm,2021-04-02T08:06:40.635Z
NFANDROID2-PRV-UZX8020CHM1-TECHNTV=HUB-7569-4797F3D821908AEE26AC86F83E2928388EED3098A4794347E13865DDBD75BDE2,SE,Com Hem UZX8020CHM1 MVPD STB,Com Hem UZX8020CHM1 MVPD STB,80.216.95.144,Stockholm,2021-04-02T06:22:58.405Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.243.4,Capital Region,2021-04-01T23:37:13.253Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.89.5,Capital Region,2021-04-01T08:36:04.526Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.80.153,Southern Denmark,2021-03-31T22:47:27.225Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.80.153,Southern Denmark,2021-03-30T22:03:47.795Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.149,Capital Region,2021-03-29T20:29:22.584Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.92.145,Capital Region,2021-03-28T21:53:51.270Z
NFANDROID1-PRV-P-L3-SAMSUSM-G973F-8158-081F8EC7F9C079F678B040BA5E1283DAD98E5E61AEB72B2C3E90122A0EFBB9A98,DK,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,213.237.92.145,Capital Region,2021-03-28T17:49:04.297Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.88.129,Capital Region,2021-03-27T23:49:46.765Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.88.129,Capital Region,2021-03-26T23:29:13.121Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.90.157,Capital Region,2021-03-25T22:12:12.726Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.90.157,Capital Region,2021-03-24T22:49:44.982Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.81.149,Capital Region,2021-03-24T21:47:49.585Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:e83c:fc5e:2364:d119,South Holland,2021-03-24T18:54:42.026Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.237.87.13,Capital Region,2021-03-23T22:36:45.440Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.135.66,Capital Region,2021-03-23T21:56:02.497Z
